Habitat_patch,Habitat_Type,TC,SpeciesName,Count
233,Hard,22:42:47,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:48,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:48,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:49,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:49,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:50,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:50,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:51,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:51,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:52,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:52,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:53,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:53,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:54,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:54,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:42:55,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:42:55,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:02,Ophiodon elongatus,1.0
233,Hard,22:43:02,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:02,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:03,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:03,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:04,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:04,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:05,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:05,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:06,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:06,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:07,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:07,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:08,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:08,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:09,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:09,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:10,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:10,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:11,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:11,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:12,Ophiodon elongatus,1.0
233,Hard,22:43:12,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:12,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:13,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:13,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:14,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:14,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:15,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:15,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:16,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:16,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:17,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:17,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:18,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:18,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:19,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:19,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:20,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:20,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:21,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:21,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:22,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:22,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:23,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:23,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:24,Ophiodon elongatus,2.0
233,Hard,22:43:24,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:24,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:25,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:25,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:26,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:26,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:27,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:27,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:28,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:28,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:29,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:29,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:30,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:30,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:31,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:31,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:32,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:32,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:33,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:33,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:34,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:34,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:35,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:35,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:36,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:36,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:37,Ophiodon elongatus,2.0
233,Hard,22:43:37,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:37,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:38,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:38,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:39,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:39,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:40,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:40,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:49,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:49,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:50,Ophiodon elongatus,1.0
233,Hard,22:43:50,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:50,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:51,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:51,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:52,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:52,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:53,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:53,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:54,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:54,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:55,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:55,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:56,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:56,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:57,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:57,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:58,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:58,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:43:59,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:43:59,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:00,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:00,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:01,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:01,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:02,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:02,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:03,Ophiodon elongatus,1.0
233,Hard,22:44:03,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:03,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:04,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:04,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:05,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:05,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:06,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:06,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:07,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:07,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:08,Hexagrammos decagrammus,1.0
233,Hard,22:44:08,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:08,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:09,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:09,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:10,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:10,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:11,Schooling (10-15 cm Sebastes sp.),1.1
233,Hard,22:44:11,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:12,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:13,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:14,Ophiodon elongatus,1.0
233,Hard,22:44:14,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:15,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:16,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:17,Ophiodon elongatus,1.0
233,Hard,22:44:17,Oxylebius pictus,1.0
233,Hard,22:44:17,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:18,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:19,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:20,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:21,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:22,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:23,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:24,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:25,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:26,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:27,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:28,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:29,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:30,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:31,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:32,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:33,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:34,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:35,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:36,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:37,Young of year (<10 cm Sebastes sp.),42.4
233,Hard,22:44:38,Young of year (<10 cm Sebastes sp.),42.4
234,Hard_Mixed,22:45:23,Unidentified Sebastomus sp.,1.0
234,Hard_Mixed,22:45:25,Young of year (<10 cm Sebastes sp.),3.8
234,Hard_Mixed,22:45:26,Young of year (<10 cm Sebastes sp.),3.8
234,Hard_Mixed,22:45:27,Young of year (<10 cm Sebastes sp.),3.8
234,Hard_Mixed,22:45:28,Young of year (<10 cm Sebastes sp.),3.8
235,Hard,22:45:39,Young of year (<10 cm Sebastes sp.),5.0
236,Hard_Mixed,22:46:04,Unidentified Sebastomus sp.,1.0
236,Hard_Mixed,22:46:05,Sebastes miniatus,1.0
237,Hard,22:46:14,Unidentified Sebastomus sp.,2.0
237,Hard,22:46:23,Unidentified Sebastomus sp.,1.0
237,Hard,22:46:24,Unidentified Sebastomus sp.,1.0
237,Hard,22:46:41,Young of year (<10 cm Sebastes sp.),5.0
237,Hard,22:46:46,Unidentified Sebastes sp.,1.0
237,Hard,22:46:47,Unidentified Sebastomus sp.,1.0
237,Hard,22:46:50,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:51,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:52,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:53,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:54,Ophiodon elongatus,1.0
237,Hard,22:46:54,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:55,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:56,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:57,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:58,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:46:59,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:47:00,Unidentified Sebastomus sp.,1.0
237,Hard,22:47:00,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:47:01,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:47:02,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:47:03,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:47:04,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:47:05,Young of year (<10 cm Sebastes sp.),19.4
237,Hard,22:47:06,Young of year (<10 cm Sebastes sp.),19.4
238,Soft,22:47:44,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:45,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:46,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:47,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:48,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:49,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:50,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:51,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:52,Young of year (<10 cm Sebastes sp.),1.2
238,Soft,22:47:53,Young of year (<10 cm Sebastes sp.),1.2
239,Hard_Mixed,22:47:54,Young of year (<10 cm Sebastes sp.),1.2
240,Hard,22:47:55,Young of year (<10 cm Sebastes sp.),1.2
240,Hard,22:47:56,Young of year (<10 cm Sebastes sp.),1.2
240,Hard,22:47:59,Unidentified Sebastomus sp.,1.0
240,Hard,22:48:00,Unidentified Sebastomus sp.,1.0
240,Hard,22:48:03,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:04,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:05,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:06,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:07,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:08,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:09,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:10,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:11,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:12,Young of year (<10 cm Sebastes sp.),1.4
240,Hard,22:48:13,Young of year (<10 cm Sebastes sp.),1.4
241,Soft,22:48:44,Young of year (<10 cm Sebastes sp.),2.0
242,Hard_Mixed,22:48:48,Young of year (<10 cm Sebastes sp.),1.0
243,Hard,22:49:01,Young of year (<10 cm Sebastes sp.),6.0
244,Hard_Mixed,22:49:12,Young of year (<10 cm Sebastes sp.),10.0
244,Hard_Mixed,22:49:16,Unidentified Sebastes sp.,1.0
244,Hard_Mixed,22:49:17,Unidentified Sebastomus sp.,2.0
245,Hard,22:49:34,Sebastes ruberrimus,1.0
245,Hard,22:49:38,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:39,Unidentified Sebastes sp.,1.0
245,Hard,22:49:39,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:40,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:41,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:42,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:43,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:44,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:45,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:46,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:47,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:48,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:49,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:50,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:51,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:52,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:53,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:54,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:55,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:56,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:57,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:58,Young of year (<10 cm Sebastes sp.),3.0
245,Hard,22:49:59,Young of year (<10 cm Sebastes sp.),3.0
246,Hard_Mixed,22:50:37,Sebastes miniatus,1.0
246,Hard_Mixed,22:50:38,Unidentified Sebastomus sp.,1.0
247,Hard,22:50:41,Young of year (<10 cm Sebastes sp.),20.0
247,Hard,22:50:46,Sebastes miniatus,1.0
247,Hard,22:50:50,Young of year (<10 cm Sebastes sp.),21.0
247,Hard,22:50:56,Unidentified Sebastomus sp.,2.0
248,Soft,22:51:36,Ophiodon elongatus,1.0
248,Soft,22:52:43,Unidentified Pleuronectidae,1.0
248,Soft,22:53:03,Unidentified Sebastes sp.,1.0
249,Hard_Mixed,22:53:44,Unidentified Sebastomus sp.,1.0
250,Hard,22:53:59,Unidentified Sebastes sp.,1.0
251,Hard_Mixed,22:54:03,Young of year (<10 cm Sebastes sp.),4.0
251,Hard_Mixed,22:54:59,Unidentified Sebastomus sp.,1.0
251,Hard_Mixed,22:55:12,Young of year (<10 cm Sebastes sp.),8.0
252,Soft,22:55:25,Unidentified Sebastes sp.,1.0
253,Hard,22:55:42,Ophiodon elongatus,1.0
253,Hard,22:55:43,Unidentified Sebastomus sp.,1.0
253,Hard,22:55:44,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:45,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:46,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:47,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:48,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:49,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:50,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:51,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:52,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:53,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:54,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:55,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:56,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:57,Young of year (<10 cm Sebastes sp.),3.0
253,Hard,22:55:58,Young of year (<10 cm Sebastes sp.),3.0
254,Hard_Mixed,22:55:59,Young of year (<10 cm Sebastes sp.),3.0
254,Hard_Mixed,22:56:00,Young of year (<10 cm Sebastes sp.),3.0
254,Hard_Mixed,22:56:01,Young of year (<10 cm Sebastes sp.),3.0
254,Hard_Mixed,22:56:02,Young of year (<10 cm Sebastes sp.),3.0
254,Hard_Mixed,22:56:03,Young of year (<10 cm Sebastes sp.),3.0
254,Hard_Mixed,22:56:04,Young of year (<10 cm Sebastes sp.),3.0
254,Hard_Mixed,22:56:05,Young of year (<10 cm Sebastes sp.),3.0
255,Hard,22:56:09,Unidentified Sebastomus sp.,1.0
255,Hard,22:56:12,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:13,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:14,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:15,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:16,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:17,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:18,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:19,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:20,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:21,Young of year (<10 cm Sebastes sp.),2.5
255,Hard,22:56:26,Young of year (<10 cm Sebastes sp.),3.0
255,Hard,22:56:28,Sebastes pinniger or miniatus,1.0
255,Hard,22:56:34,Young of year (<10 cm Sebastes sp.),12.0
256,Hard_Mixed,22:56:54,Young of year (<10 cm Sebastes sp.),10.0
257,Hard,22:57:16,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:17,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:18,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:19,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:20,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:21,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:22,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:23,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:24,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:25,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:26,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:27,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:28,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:29,Young of year (<10 cm Sebastes sp.),3.9
257,Hard,22:57:30,Young of year (<10 cm Sebastes sp.),3.9
258,Hard_Mixed,22:57:31,Young of year (<10 cm Sebastes sp.),3.9
258,Hard_Mixed,22:57:32,Young of year (<10 cm Sebastes sp.),3.9
258,Hard_Mixed,22:57:33,Young of year (<10 cm Sebastes sp.),3.9
258,Hard_Mixed,22:57:34,Young of year (<10 cm Sebastes sp.),3.9
258,Hard_Mixed,22:57:59,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:00,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:01,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:02,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:03,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:04,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:05,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:06,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:07,Young of year (<10 cm Sebastes sp.),3.8
258,Hard_Mixed,22:58:08,Young of year (<10 cm Sebastes sp.),3.8
259,Soft,22:58:09,Young of year (<10 cm Sebastes sp.),3.8
259,Soft,22:58:10,Young of year (<10 cm Sebastes sp.),3.8
260,Hard_Mixed,22:58:27,Ophiodon elongatus,1.0
260,Hard_Mixed,22:58:38,Sebastes semicinctus,12.0
260,Hard_Mixed,22:58:40,Unidentified Sebastomus sp.,1.0
260,Hard_Mixed,22:59:18,Young of year (<10 cm Sebastes sp.),12.0
260,Hard_Mixed,22:59:23,Unidentified Sebastomus sp.,1.0
261,Hard,22:59:27,Young of year (<10 cm Sebastes sp.),7.5
261,Hard,22:59:28,Young of year (<10 cm Sebastes sp.),7.5
261,Hard,22:59:29,Young of year (<10 cm Sebastes sp.),7.5
261,Hard,22:59:30,Young of year (<10 cm Sebastes sp.),7.5
261,Hard,22:59:31,Young of year (<10 cm Sebastes sp.),7.5
261,Hard,22:59:32,Unidentified Sebastomus sp.,1.0
261,Hard,22:59:32,Young of year (<10 cm Sebastes sp.),7.5
261,Hard,22:59:38,Unidentified Sebastomus sp.,1.0
261,Hard,22:59:40,Unidentified Sebastomus sp.,1.0
262,Hard_Mixed,22:59:58,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,22:59:59,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:00,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:01,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:02,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:03,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:04,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:05,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:06,Young of year (<10 cm Sebastes sp.),3.8
262,Hard_Mixed,23:00:07,Unidentified Sebastomus sp.,1.0
262,Hard_Mixed,23:00:07,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:08,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:09,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:10,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:11,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:12,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:13,Unidentified Sebastomus sp.,1.0
263,Hard,23:00:13,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:14,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:15,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:16,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:17,Young of year (<10 cm Sebastes sp.),3.8
263,Hard,23:00:19,Unidentified Sebastomus sp.,1.0
263,Hard,23:00:25,Unidentified Sebastes sp.,1.0
263,Hard,23:00:28,Young of year (<10 cm Sebastes sp.),2.0
263,Hard,23:00:30,Unidentified Sebastomus sp.,1.0
264,Soft,23:00:38,Young of year (<10 cm Sebastes sp.),2.5
264,Soft,23:00:39,Young of year (<10 cm Sebastes sp.),2.5
264,Soft,23:00:40,Young of year (<10 cm Sebastes sp.),2.5
264,Soft,23:00:41,Young of year (<10 cm Sebastes sp.),2.5
264,Soft,23:00:42,Young of year (<10 cm Sebastes sp.),2.5
