,X,Year,Region,MPA_Group,Type,Designation,Line,Max_area,Acorn.barnacle,Aggregated.nipple.sponge,Basket.star,Bat.star,Bat.star.red.sea.star.complex,Benthic.siphonophore,Blood.star,Boot.sponge,Brown.box.crab,Brown.gorgonian,California.golden.gorgonian,California.hydrocoral,California.market.squid,California.mussel,California.sea.cucumber,California.spiny.lobster,Chesnut.cowrie,Clown.nudibranch,Colonial.cup.coral,Cookie.star,Crested.star,Crowned.sea.urchin,Cushion.star,Dawson.s.sun.star,Decorator.crab,Deep.sea.cucumber,Diamondback.Tritonia,Dirty.marshmallow.sponge,Dungeness.crab,East.Pacfic.red.octopus,Elephant.ear.tunicate,Encrusting.hydrocoral,Feather.star,Fish.eating.star,Fish.eating.anemone,Fish.eating.star.1,Fluted.bryozoan,Fragile.pink.urchin,Freckled.pale.sea.lemon,Frilled.anemone,Giant.keyhole.limpet,Giant.Pacific.octopus,Giant.rock.scallop,Giant.spined.star,Glassy.tunicate,Gorgonian.zoanthid,Gray.puffball.sponge,Gumboot.chiton,Leather.star,Long.legged.sunflower.star,Lophelia.complex,Mantis.shrimp,Mushroom.soft.coral,Noble.sea.lemon,Northern.staghorn.bryozoan,Ochre.star,Orange.gorgonian,Orange.puffball.sponge,Orange.sea.cucumber,Orange.sea.pen,Orange.peel.nudibranch,Painted.anemone,Pelagic.red.crab,Phosphorescent.sea.pen,Pink.Tritonia,Pisaster.complex,Pleurobranchaea.californica,Puget.Sound.king.crab,Purple.gorgonian,Purple.sea.urchin,Purple.red.urchin.complex,Rainbow.star,Red.gorgonian,Red.rock.crab,Red.sea.star,Red.sea.urchin,San.Diego.scallop,Sand.star,Sand.star.spiny.sand.star.complex,Sand.rose.anemone,Sand.rose.anemone.....,Sea.star,Sea.whip,Sheep.crab,Short.red.gorgonian,Short.spined.sea.star,Slipper.sea.cucumber,Solaster.sun.star.complex,Southern.staghorn.bryozoan,Spanish.shawl.nudibranch,Spiny.lithode.crab,Spiny.red.star,Spiny.sand.star,Spiny.thorny.star.complex,Spot.prawn,Stalked.tunicate,Stimpson.s.sun.star,Stubby.rose.anemone,Sunflower.star,Sunflower.star.complex,Swimming.anemone,Swimming.nudibranch,Thorny.sea.star,Trumpet.sponge,UI.anemone,UI.anemone.1,UI.anemone.2,UI.anemone.3,UI.anemone.4,UI.anemone.5,UI.anemone.6,UI.boot.sponge,UI.brachiopoda,UI.branched.bryozoan,UI.branched.sea.cucumber,UI.branched.sponge,UI.brittle.stars.,UI.Cancer.sp.,UI.carpet.worm,UI.crab,UI.feather.star,UI.gorgonian,UI.gray.gorgonian,UI.Henricia,UI.laced.sponge,UI.laced.lobed.bryozoan,UI.lobed.sponge,UI.lobed.sponge.tunicate,UI.nipple.sponge,UI.nudibranch,UI.octopus,UI.prawn,UI.red.Swiftia.gorgonian,UI.salp,UI.sand.dwelling.anemone,UI.scallop,UI.sea.pen,UI.sea.star,UI.squat.lobster,UI.tube.dwelling.anemone,UI.tubeworm,UI.tunicate,UI.vase.sponge,UI.whelk,UI.White.Branching.Sponge,UI.white.lobed.sponge,UI.White.slipped.sea.cucumber,UI.yellow.boot.sponge,UI.yellow.gorgonian,Warty.sea.cucumber,White.branched.sea.cucumber,White.sea.pen,White.sea.pen.....,White.sea.urchin,White.spine.sea.cucumber,White.plumed.anemone,White.spotted.rose.anemone,Actiniaria,Asteroidea,Coral,Echinoidea,Holothuroidea,Malacostraca,Pennatulacea,Porifera,CA.hydrocoral.density,CA.sea.cucumber.density,Urticina.piscivora.density,Tethya.aurantia.density,Mediaster.density,Mesocentrotus.density,Pycnopodia.density,White.sea.pen.density,Actiniaria.density,Asteroidea.density,Coral.density,Echinoidea.density,Holothuroidea.density,Malacostraca.density,Pennatulacea.density,Porifera.density
394,394,2019,North Central,Bodega Bay,SMCA,MPA,60,373.84,1,0,0,61,0,0,0,0,0,0,0,113,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,7,0,0,0,1,0,17,0,0,0,0,0,0,0,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,0,0,0,11,0,0,0,0,0,0,558.03,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,42,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,262,121,113,251,733.03,0,0,7,0.30226835,0.425315643,0.377166702,0.005349882,0.002674941,0.671410229,0,0,0.700834582,0.323667879,0.30226835,0.671410229,1.960812112,0,0,0.018724588
395,395,2019,North Central,Bodega Bay,SMCA,MPA,750,573.65,0,0,0,1,0,0,0,0,0,0,0,63.99,0,0,185,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,10,0,0,0,0,0,0,1321.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,3,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,172.99,0,306.99,103,63.99,0,1509.89,0,0,6,0.111548854,0.322496296,0.198727447,0.006972893,0.017432232,0,0,0,0.535152096,0.179551992,0.111548854,0,2.632075307,0,0,0.010459339
396,396,2019,North Central,Bodega Bay,SMCA,MPA,980,619.46,1,0,0,4,0,0,0,0,0,0,0,119,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,40,0,0,0,0,0,0,649.05,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,248,0,352,75,119,0,873.05,0,0,4,0.192102799,0.31640461,0.092015627,0.006457237,0.012914474,0,0,0,0.568236851,0.121073193,0.192102799,0,1.409372679,0,0,0.006457237
397,397,2019,North Central,Bodega Bay,SMR,MPA,1010,378.3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,14,0,0,0,0,0,0,180,0,0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,32,0,91,150,0,0,402,4,0,5,0,0.256410256,0.058154904,0,0.005286809,0,0,0,0.240549828,0.396510706,0,0,1.062648692,0.010573619,0,0.013217024
398,398,2019,North Central,Bodega Bay,SMR,MPA,1240,371.18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,282,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,39,217,1,0,2,0,0,0,0,0,66,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,86,86,0,0,628,2,0,23,0,0.347540277,0.024246996,0.005388221,0,0,0,0,0.231693518,0.231693518,0,0,1.691901503,0.005388221,0,0.061964546
399,399,2019,North Central,Bodega Bay,SMR,MPA,1470,395.79,0,0,0,6,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,6,0,0,0,0,0,0,72,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,48,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,41.01,0,69.01,78,0,0,232,8,0,6,0,0.146542358,0.005053185,0,0.01010637,0,0,0,0.17436014,0.197074206,0,0,0.586169433,0.020212739,0,0.015159554
400,400,2019,North Central,Bodega Bay,SMR,MPA,1700,350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,12,0,0,1,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,65,26,0,0,1,0,4,0,0,0,22,0,0,10,0,0,2,0,0,0,0,1,1,1,4,0,10,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,115,0,159,38,0,1,167,9,4,10,0,0.374285714,0.002857143,0,0.005714286,0,0,0.005714286,0.454285714,0.108571429,0,0.002857143,0.477142857,0.025714286,0.011428571,0.028571429
401,401,2019,North Central,Bodega Bay,SMR,MPA,1930,247.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,153.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,100.98,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,325.34,0,0,0,30,0,55,18,0,0,36,8,426.32,0,0,0.121261116,0,0,0,0,0,1.315036378,0.222312045,0.072756669,0,0,0.145513339,0.032336297,1.723201293,0
402,402,2019,North Central,Bodega Bay,SMR,MPA,2160,435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1815.91,0,0,0,15,0,31,3,0,0,1,5,1957.91,0,0,0.002297794,0,0,0,0,0,4.172587316,0.071231618,0.006893382,0,0,0.002297794,0.011488971,4.498874081,0
403,403,2019,North Central,Bodega Bay,SMR,MPA,320,339.97,0,0,0,70,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,5,0,0,0,3,0,11,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,217,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,146,10,9,0,0,0,0,0,0,0,125,0,0,450.02,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.98,0,271.98,207,0,9,278,3,0,468.02,0,0.138247492,0.326499397,0.01470718,0,0.026472924,0,0,0.800011766,0.608877254,0,0.026472924,0.817719211,0.008824308,0,1.376650881
404,404,2019,North Central,Bodega Bay,SMR,MPA,550,436.68,0,0,0,20,0,0,0,0,0,0,0,8,0,0,147,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,14,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32,0,0,0,0,0,0,514,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,96,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,38.02,0,176.02,128,8,0,702,2,0,11,0.018320051,0.336630943,0.192360539,0.011450032,0.004580013,0,0,0,0.403086929,0.293120821,0.018320051,0,1.607584501,0.004580013,0,0.025190071
405,405,2019,North Central,Bodega Bay,SMR,MPA,780,381.2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,32,0,0,0,0,0,0,244,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,65,30,1,0,0,0,0,0,0,0,79,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,171,108,0,0,404,2,0,57,0,0.341028332,0.08656873,0.018363064,0,0,0,0,0.448583421,0.283315845,0,0,1.059811123,0.00524659,0,0.149527807
406,406,2019,North Central,Bodega Bay,SMR,MPA,90,424.29,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,0,0,17,0,0,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,161,0,23,29,1,0,13,0,0,0.068349478,0,0.002356879,0.054208207,0,0,0.249829126,0.379457447,0,0.054208207,0.068349478,0.002356879,0,0.030639421
618,618,2011,North Central,Farallon Islands,Reference,Reference,1080,762.87,0,0,0,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,86,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,69,110,0,1,60,0,0,16,0,0.07865036,0.073407003,0.010486715,0.112732182,0.001310839,0,0,0.090447914,0.144192326,0,0.001310839,0.07865036,0,0,0.020973429
619,619,2011,North Central,Farallon Islands,Reference,Reference,1410,725.39,0,0,0,78,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,67,0,0,2,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.8,0,195.8,181,10,0,116,0,0,1,0,0.159913977,0.013785688,0.001378569,0.092364108,0,0,0,0.269923765,0.249520947,0.013785688,0,0.159913977,0,0,0.001378569
620,620,2011,North Central,Farallon Islands,Reference,Reference,1770,757.73,0,0,0,28,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,127,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,122,169,12,0,178,0,0,5,0,0.234912172,0.01055785,0,0.167605875,0,0.001319731,0,0.161007219,0.22303459,0.015836776,0,0.234912172,0,0,0.006598657
621,621,2011,North Central,Farallon Islands,Reference,Reference,2000,850.59,0,0,0,42,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,71,118,65,0,78,0,0,7,0,0.091701055,0.010580891,0,0.076417545,0,0,0,0.083471473,0.138727236,0.076417545,0,0.091701055,0,0,0.008229582
622,622,2011,North Central,Farallon Islands,Reference,Reference,2230,963.71,0,0,0,22,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,0,72,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,92,99,116,0,167,0,0,6,0,0.173288645,0.012451879,0,0.074711272,0,0.001037657,0,0.095464403,0.102727999,0.120368161,0,0.173288645,0,0,0.006225939
623,623,2011,North Central,Farallon Islands,Reference,Reference,390,865.06,0,0,0,235,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,2,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,253,0,4,8,0,0,5,0,0.009247913,0,0.002311978,0.003467968,0.004623957,0.005779946,0,0.016183849,0.292465263,0,0.004623957,0.009247913,0,0,0.005779946
624,624,2011,North Central,Farallon Islands,Reference,Reference,620,746.79,0,0,0,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,43,124,0,0,2,0,0,25,0,0.002678129,0.020085968,0,0.006695323,0,0,0,0.057579775,0.166044002,0,0,0.002678129,0,0,0.033476613
625,625,2011,North Central,Farallon Islands,Reference,Reference,850,856.85,0,0,0,42,0,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,62,13,0,10,1,0,3,0.01517185,0.011670654,0.068856859,0.003501196,0.014004785,0,0.001167065,0,0.07119099,0.072358056,0.01517185,0,0.011670654,0.001167065,0,0.003501196
626,626,2011,North Central,Farallon Islands,SMR/SMCA,MPA,1100,711.7,0,0,0,142,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,85,160,0,0,103,0,0,53,0,0.144723901,0.108191654,0.071659407,0.016861037,0,0,0,0.119432345,0.224813826,0,0,0.144723901,0,0,0.07446958
627,627,2011,North Central,Farallon Islands,SMR/SMCA,MPA,1360,658.69,0,0,0,134,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,34,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,180,0,0,78,0,0,3,0,0.118416858,0.062244759,0.004554495,0.051617605,0,0,0,0.068317418,0.273269672,0,0,0.118416858,0,0,0.004554495
628,628,2011,North Central,Farallon Islands,SMR/SMCA,MPA,1500,689.61,0,0,0,133,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,142,1,0,103,0,0,11,0,0.149359783,0.02610171,0.015951045,0.00870057,0,0,0,0.033352185,0.205913487,0.001450095,0,0.149359783,0,0,0.015951045
629,629,2011,North Central,Farallon Islands,SMR/SMCA,MPA,1620,851.12,0,0,0,76,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,43,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,134,0,0,124,1,4,4,0,0.145690384,0.018798759,0.00469969,0.050521666,0,0,0,0.027023216,0.157439609,0,0,0.145690384,0.001174922,0.00469969,0.00469969
630,630,2011,North Central,Farallon Islands,SMR/SMCA,MPA,1750,734.11,0,0,0,121,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,0,64,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,214,27,0,197,0,2,39,0,0.268352154,0.008173162,0.053125553,0.087180395,0,0,0,0.020432905,0.291509447,0.036779229,0,0.268352154,0,0.002724387,0.053125553
631,631,2011,North Central,Farallon Islands,SMR/SMCA,MPA,1880,823.64,0,0,0,213,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,61,224,1,0,185,4,0,26,0,0.224612695,0.007284736,0.03156719,0.008498859,0,0,0,0.074061483,0.271963479,0.001214123,0,0.224612695,0.004856491,0,0.03156719
