,Year,Region,MPA_Group,Type,Designation,Acorn.barnacle,Aggregated.nipple.sponge,Basket.star,Bat.star,Bat.star.red.sea.star.complex,Benthic.siphonophore,Blood.star,Boot.sponge,Brown.box.crab,Brown.gorgonian,California.golden.gorgonian,California.hydrocoral,California.market.squid,California.mussel,California.sea.cucumber,California.spiny.lobster,Chesnut.cowrie,Clown.nudibranch,Colonial.cup.coral,Cookie.star,Crested.star,Crowned.sea.urchin,Cushion.star,Dawson.s.sun.star,Decorator.crab,Deep.sea.cucumber,Diamondback.Tritonia,Dirty.marshmallow.sponge,Dungeness.crab,East.Pacfic.red.octopus,Elephant.ear.tunicate,Encrusting.hydrocoral,Feather.star,Fish.eating.star,Fish.eating.anemone,Fish.eating.star.1,Fluted.bryozoan,Fragile.pink.urchin,Freckled.pale.sea.lemon,Frilled.anemone,Giant.keyhole.limpet,Giant.Pacific.octopus,Giant.rock.scallop,Giant.spined.star,Glassy.tunicate,Gorgonian.zoanthid,Gray.puffball.sponge,Gumboot.chiton,Leather.star,Long.legged.sunflower.star,Lophelia.complex,Mantis.shrimp,Mushroom.soft.coral,Noble.sea.lemon,Northern.staghorn.bryozoan,Ochre.star,Orange.gorgonian,Orange.puffball.sponge,Orange.sea.cucumber,Orange.sea.pen,Orange.peel.nudibranch,Painted.anemone,Pelagic.red.crab,Phosphorescent.sea.pen,Pink.Tritonia,Pisaster.complex,Pleurobranchaea.californica,Puget.Sound.king.crab,Purple.gorgonian,Purple.sea.urchin,Purple.red.urchin.complex,Rainbow.star,Red.gorgonian,Red.rock.crab,Red.sea.star,Red.sea.urchin,San.Diego.scallop,Sand.star,Sand.star.spiny.sand.star.complex,Sand.rose.anemone,Sand.rose.anemone.....,Sea.star,Sea.whip,Sheep.crab,Short.red.gorgonian,Short.spined.sea.star,Slipper.sea.cucumber,Solaster.sun.star.complex,Southern.staghorn.bryozoan,Spanish.shawl.nudibranch,Spiny.lithode.crab,Spiny.red.star,Spiny.sand.star,Spiny.thorny.star.complex,Spot.prawn,Stalked.tunicate,Stimpson.s.sun.star,Stubby.rose.anemone,Sunflower.star,Sunflower.star.complex,Swimming.anemone,Swimming.nudibranch,Thorny.sea.star,Trumpet.sponge,UI.anemone,UI.anemone.1,UI.anemone.2,UI.anemone.3,UI.anemone.4,UI.anemone.5,UI.anemone.6,UI.boot.sponge,UI.brachiopoda,UI.branched.bryozoan,UI.branched.sea.cucumber,UI.branched.sponge,UI.brittle.stars.,UI.Cancer.sp.,UI.carpet.worm,UI.crab,UI.feather.star,UI.gorgonian,UI.gray.gorgonian,UI.Henricia,UI.laced.sponge,UI.laced.lobed.bryozoan,UI.lobed.sponge,UI.lobed.sponge.tunicate,UI.nipple.sponge,UI.nudibranch,UI.octopus,UI.prawn,UI.red.Swiftia.gorgonian,UI.salp,UI.sand.dwelling.anemone,UI.scallop,UI.sea.pen,UI.sea.star,UI.squat.lobster,UI.tube.dwelling.anemone,UI.tubeworm,UI.tunicate,UI.vase.sponge,UI.whelk,UI.White.Branching.Sponge,UI.white.lobed.sponge,UI.White.slipped.sea.cucumber,UI.yellow.boot.sponge,UI.yellow.gorgonian,Warty.sea.cucumber,White.branched.sea.cucumber,White.sea.pen,White.sea.pen.....,White.sea.urchin,White.spine.sea.cucumber,White.plumed.anemone,White.spotted.rose.anemone
23,2011,North,Bodega Bay,Reference,Reference,0,0,0,0.002474356,0,0,0,0,0,0,0,0,0,0,0.10036605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039435043,0,0,0,0,0,0,0,0,0.000309294,0,0,0,0,0.001082531,0,0,0,0,0,0,0,0,0.000618589,0.000154647,0,0,0,0,0,0,0,0,0,0,0,0,0.010979953,0,0,0.091705805,0.000773236,0,0.000618589,0,0.006804478,0,0,0,0,0,0.010206717,0,0,0,0,0,0,0,0,0,0,0.001546472,0,0.001546472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032011976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003556886,0,0,0,0.15639474,0
24,2011,North,Bodega Bay,SMCA,MPA,0,0,0,0.002806594,0,0,0,0,0,0,0,0,0,0,0.077025401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043346278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002806594,0,0,0,0,0,0.000155922,0,0,0.000935531,0,0.000155922,0,0,0,0,0,0,0,0,0,0,0,0.005769109,0,0,0.076245792,0,0,0.003430281,0,0.009511234,0,0,0,0,0,0.006392796,0,0,0,0,0,0,0,0,0,0,0.000935531,0,0.000467766,0,0,0,0,0,0,0,0,0,0,0,0,0.000155922,0,0,0,0,0,0,0,0,0,0,0,0.01668364,0,0,0,0,0.000311844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155922,0,0,0,0.2622138,0
25,2011,North,Bodega Bay,SMR,MPA,0,0,0,0.005916666,0,0,0,0,0,0,0,0,0,0,0.045410413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019524998,0,0,0,0,0,0,0,0,0.000147917,0,0,0,0,0.005029166,0,0,0,0,0,0,0,0,0.00221875,0.000147917,0,0,0,0,0,0,0,0,0,0,0,0,0.004585416,0,0,0.015087499,0,0,0.00355,0,0.00399375,0,0,0.006360416,0,0,0.007543749,0,0,0,0,0,0,0,0,0,0,0.001479167,0,0.001479167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739583,0,0,0,0,0,0.021152081,0,0,0,0,0.000147917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026477081,0,0,0,0.079283326,0
26,2015,North,Bodega Bay,Reference,Reference,0.000424763,0,0,0.022724811,0,0,0,0,0,0,0,0.012742885,0.000212381,0,0.304023991,0,0,0,0,0,0,0,0,0,0.006796205,0,0,0,0.001274288,0.001380479,0,0,0,0.000106191,0.048953915,0,0,0,0,0.000106191,0,0,0.000106191,0.001592861,0,0,0.004778582,0,0.004353819,0,0,0,0,0,0,0.000106191,0,0.009450973,0.011043833,0.000106191,0,0,0,0,0,0.000318572,0,0.000424763,0,0,0,0.000212381,0,0.000318572,0.020494806,0.043007236,0,0.000106191,0.000318572,0.008601447,0,0,0,0,0,0.000212381,0.002548577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002123814,0.001911433,0.000212381,0,0,0,0,0,0,0.004353819,0,0,0,0.000424763,0,0.000212381,0,0,0,0.03610484,0,0,0,0.000106191,0.000106191,0.000849526,0,0,0,0,0,0,0,0.002548577,0,0.000318572,0.001911433,0,0,0,0,0,0,0,0,0,0,0.026207866,0,0,0,0.154762335,0.001274288
27,2015,North,Bodega Bay,SMCA,MPA,0,0,0,0.004504144,0,0,0,0,0,0,0,0.005104696,0,0,0.321495776,0,0,0,0,0.000100092,0,0,0.000400368,0,0.000200184,0,0,0,0,0.000100092,0,0,0,0.000100092,0.041938583,0,0,0.000100092,0,0.00050046,0,0.000100092,0,0.000100092,0,0,0.001301197,0,0.00240221,0,0,0,0,0,0,0,0,0.006906354,0.002101934,0.000200184,0,0,0,0,0,0,0,0.000200184,0,0,0,0,0,0.000300276,0.031328823,0.011210313,0,0.000100092,0.000300276,0.010809945,0,0,0,0,0.000200184,0.000100092,0.056952396,0,0,0,0,0.000200184,0,0.000300276,0,0,0,0,0,0,0,0,0,0,0.000900829,0.000900829,0.000200184,0,0,0,0,0,0,0.400448413,0.000100092,0,0,0.000600553,0,0.000100092,0,0,0,0.016114826,0,0,0,0,0.000200184,0.000300276,0,0,0,0,0.000300276,0,0,0.001101013,0,0.000200184,0,0,0,0,0,0,0,0,0,0,0,0.002802578,0,0,0,0.263312247,0.000100092
28,2015,North,Bodega Bay,SMR,MPA,0,0,0,0.001925413,0,0,0,0,0,0,0,0,0.001732872,0,0.282650678,0,0,0,0,0.000192541,0,0,0.000385083,0,0,0,0,0,0.000192541,0,0,0,0,0,0.033694733,0,0,0,0,0.001347789,0,0,0,0.000385083,0,0,0.00866436,0,0.006738947,0,0,0,0,0,0,0,0,0.009434525,0.000962707,0.000385083,0,0,0,0,0,0,0.000192541,0,0,0,0,0,0,0.001540331,0.004813533,0.014825683,0,0.001155248,0,0.010974856,0,0,0.001925413,0.000192541,0,0.000385083,0.003850827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004620992,0.005968781,0.000192541,0,0,0,0,0,0,0.024394987,0,0,0,0.001540331,0,0,0,0,0,0.030228989,0,0,0,0,0.001155248,0.000192541,0,0,0,0,0.000192541,0,0,0.002117955,0,0.004620992,0.000192541,0,0,0,0,0,0,0,0,0,0,0.035235064,0,0,0,0.062575933,0
29,2019,North,Bodega Bay,Reference,Reference,0.00762423,0,0,0.267178136,0.000341485,0,0,0,0.000113828,0,0,0.058964275,0,0,0.966018793,0,0,0,0,0.000910628,0,0,0.00295954,0,0.001365941,0,0,0,0.000910628,0,0,0,0,0.006829707,0.150824972,0,0,0,0,0,0,0.000227657,0.003528682,0.007512678,0,0,0.000113828,0,0.021741234,0,0,0,0,0,0.193160048,0.002162741,0,0.010016904,0.006260565,0,0,0,0,0,0,0,0.000227657,0.000113828,0,0.019699151,0,0.000682971,0,0.000682971,0.023562489,0.392162911,0,0.000113828,0,0.028683631,0,0,0.001365941,0.000113828,0.000227657,0.001252113,0.863861175,0,0,0.012634958,0.000113828,0,0,0,0,0,0,0.000113828,0,0,0,0,0.000569142,0,0.015025355,0,0,0,0,0,0,0,0,0.145829041,0.00364251,0,0,0.001024456,0,0.000113828,0,0,0,0.140691963,0,0,0.062038781,0,0,0.000569142,0,0,0,0,0.000910628,0.000227657,0.000227657,0.002162741,0,0.002504226,0.000113828,0.022653,0,0.000113828,0,0,0,0,0,0,0.020375292,0.059189655,0,0,0,0.224820293,0.018440209
30,2019,North,Bodega Bay,SMCA,MPA,0.002442844,0,0,0.018809895,0,0,0,0,0,0,0,0.145591034,0,0,0.821271793,0,0,0,0,0.000732853,0,0,0.000732853,0,0,0,0,0,0,0.000244284,0,0,0,0.011725649,0.141440643,0,0,0.000244284,0,0,0,0,0.005374256,0.000488569,0,0.000244284,0.000244284,0,0.016611336,0,0,0,0,0.000732853,0.021741308,0,0,0.006107109,0.005862825,0,0.000488569,0,0,0,0,0,0,0,0,0.000488569,0,0.000244284,0,0,0.02296273,0.097469458,0,0.000977137,0,0.051788284,0,0,0,0,0,0,1.329148742,0,0,0.023451298,0,0,0,0,0,0,0,0.000732853,0,0,0,0,0.000732853,0,0.011969933,0,0,0,0,0,0,0,0,0.068155336,0.01123708,0.000732853,0,0.000488569,0,0,0,0,0,0.111149382,0,0,0.007084246,0,0,0.001465706,0,0.000244284,0,0,0,0,0,0.002687128,0,0.003664265,0,0.018809895,0,0.000732853,0,0,0,0,0,0,1.394172352,0.000488569,0,0,0,0.372536087,0
31,2019,North,Bodega Bay,SMR,MPA,0,0,0,0.062233877,0.000265957,0,0,0,0,0,0,0.002127654,0.000265957,0,0.204786689,0,0,0,0,0.00159574,0,0,0.001329784,0,0.00159574,0,0,0,0.001329784,0,0,0,0,0.003723394,0.077393411,0,0,0,0,0.000531913,0,0,0.001861697,0,0,0,0.00079787,0,0.016755275,0,0,0,0,0.00159574,0.055582299,0,0,0.005053178,0.003457438,0,0,0,0,0,0.000265957,0,0.000265957,0,0,0,0,0.000265957,0,0.006382962,0.002925524,0.008510616,0,0.000531913,0,0.038031814,0,0,0.064888125,0,0,0.000265957,0.411169119,0,0,0.058244526,0,0,0,0,0,0,0,0.00079787,0,0,0,0,0.00079787,0,0.069680666,0,0,0,0,0,0,0,0,0.085904027,0.075797671,0.003723394,0,0.00079787,0,0.00159574,0,0,0,0.167286789,0,0,0.147877266,0,0.000265957,0.002127654,0,0,0,0,0.000531913,0.000265957,0.000265957,0.001861697,0,0.017553145,0.000265957,0,0,0.000265957,0,0,0,0,0,0,0.070478536,0.570011782,0,0.000265957,0,0.118885322,0
32,2014,South,Campus Point,Reference,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028557725,0,0,0,0,0,0,0,0,0,0,0,0,0.000732249,0,0.002928997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002196748,0,0,0,0.003295122,0,0,0,0,0.003295122,0,0,0,0.001098374,0,0,0,0,0.013912738,0,0,0,0,0.077252308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366125,0,0,0,0,0,0,0,0,0,0,0,0,0.002562873,0,0,0,0,0,0,0,0,0,0,0.01720786,0.001464499,0.002562873,0,0,0,0,0,0,0,0,0.000366125,0,0,0,0,0,0,0,0,0,0,0,0.012082114,0,0.002196748,0,0.011349865,0
33,2014,South,Campus Point,SMCA,MPA,0,0,0,0.002079866,0,0,0,0,0,0,0,0,0,0,0.216722055,0.000415973,0,0,0,0,0,0,0.000207987,0,0,0,0,0,0,0.002079866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415973,0.000207987,0,0,0,0,0,0,0,0,0,0.001663893,0,0,0.001455906,0,0,0,0.007071545,0,0,0,0,0.009775371,0,0,0,0.005615639,0,0.000207987,0,0,0.006863558,0,0,0,0,0.251663807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831946,0,0.003535772,0,0,0.00124792,0.00062396,0,0.001455906,0,0,0,0.000831946,0.025790341,0,0.001663893,0,0,0,0,0,0,0.000207987,0,0,0,0,0.000207987,0.000207987,0,0,0,0,0,0.000207987,0,0.009151411,0,0,0,0.006655572,0
34,2019,South,Campus Point,Reference,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082446704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001899781,0,0,0,0,0,0,0,0.001139869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000759912,0,0,0,0.003799562,0,0,0.001899781,0,0.0060793,0,0,0,0.004559475,0,0,0,0,0.022037462,0,0,0,0,0.102208227,0,0,0,0,0,0,0.000759912,0,0,0.002659694,0,0,0,0,0,0,0,0,0,0,0,0.000759912,0,0,0,0,0,0,0,0,0,0,0.003799562,0,0.001519825,0,0,0,0,0,0.000379956,0,0,0.000379956,0,0.009878862,0,0,0.001519825,0.001139869,0,0,0,0.007219168,0.000379956,0,0,0,0,0,0.003799562,0,0,0,0,0,0,0.000379956,0.069152035,0,0.066492341,0,0.025837024,0
35,2019,South,Campus Point,SMCA,MPA,0,0,0,0.001584143,0.000198018,0,0,0,0,0,0,0,0,0,0.372867595,0,0,0,0,0.000198018,0,0,0,0,0,0,0,0.001980178,0,0.000198018,0,0,0,0,0,0,0,0,0,0,0,0,0.000198018,0,0,0.000594054,0.000198018,0,0.000198018,0,0,0,0,0.000792071,0,0,0.023568083,0.004158375,0,0.000792071,0,0,0,0.013663231,0.000198018,0,0.002376214,0,0.097812893,0,0,0.000792071,0.038613479,0,0,0,0,0.012475124,0,0.000594054,0,0,0.135246186,0,0,0,0.015841427,0,0,0.000396036,0,0,0.000990089,0,0,0,0,0,0,0,0,0,0,0,0.000198018,0,0,0,0,0,0,0,0,0.018217641,0.035445194,0.241662954,0,0.000594054,0,0,0,0.000594054,0,0.0055445,0,0.000594054,0.063563727,0,0.061187513,0.001584143,0.000396036,0.000594054,0.001584143,0,0,0,0.004158375,0.001188107,0,0,0.000198018,0,0,0.003762339,0,0,0,0,0,0,0.170101286,0.101583153,0,0.023364125,0,0.000198018,0
36,2005,South,Carrington Point,Reference,Reference,0,0,0,0.299880881,0.000297796,0,0,0,0,0,0,0,0,0,0.011415525,0,0,0,0,0,0,0,0,0,0,0,0,0.002977963,0,0,0,0,0,0,0.000198531,0,0,0,0,0,0,0,0,0.003375025,0,0,0.00109192,0,0.00456621,0,0,0,0,0,0,0,0,0.003970617,0,0,0,0,0,0,0,0.000496327,0,0,0,0,0,0,0.00109192,0,0.004169148,0,0,9.93E-05,0,0.003077229,0,0,0.000397062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028687711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03813778,0,0.003375025,0,0,0,0,0,0,0,0.000297796,0,0,0,0.000694858,0.000397062,0,0,0,0,0,0,0,0,0.000694858,0,0.000893389,0,0,0,0,0,0,0,0,0,0.000496327,0,0,0,0,0,0,0
37,2005,South,Carrington Point,SMR,MPA,0,0,0,0.245503261,0.007732386,0,0,0,0,0,0,0,0,0,0.00529058,0,0,0,0,0,0,0,0,0,0,0,0,0.001831355,0,0,0,0,0,0.000101742,0.000203484,0,0,0,0,0,0,0,0,0.003967935,0,0,0.001831355,0,0.000915677,0,0,0,0,0,0,0,0,0.003255742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305226,0.001933097,0,0.00793587,0,0,0,0,0.010174192,0,0,0,0,0,0,0.000101742,0,0,0,0,0,0,0,0,0,0,0,0.052702316,0,0,0,0,0,0.002950516,0,0,0,0,0,0,0,0,0.204979453,0,0.000101742,0,0,0,0.000101742,0,0.000101742,0,0.000813935,0,0,0,0.004273161,0.000203484,0,0,0,0,0,0,0,0,0.001017419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101742
38,2006,South,Carrington Point,Reference,Reference,0,0,0,0.239614547,0.002726423,0,0,0,0,0,0,0,0,0,0.006086898,0,0,0,0,0,0,0,0,0,0,0,0,0.002599613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005896683,0,0,0.00012681,0,0.005389441,0,0,0,0,0,0,0,0,0.00012681,0,0,0,0,0,0,0,0.002155776,0,0,0.000443836,0,0,6.34E-05,0.000634052,0,0.003106854,0,0,0.00012681,0,0.007418407,0,0,0,0,0,0.000570647,6.34E-05,0,0,0,0,0,0,0,0,0,0,0,0.033160913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075014678,0,0.000253621,0,0,0,0,0,0,0,6.34E-05,0,0.027327636,0,0.002282587,0.000507242,0,0,0,0,0,0,0,0,0.001331509,0,0,0,0,0,0,0,0,0,0,0,0.00012681,0,0,0,0,0,0,0
39,2006,South,Carrington Point,SMR,MPA,0,0,0,0.149981193,0.000551981,0,0,0,0,0,0,0,0,0,0.01182817,0,0,0,0,0,0,0,0,0,0,0,0,0.011591606,0,0,0,0,0,0,7.89E-05,0,0,0,0,0,0.000157709,0,0,0.003390742,0,0,0.004100432,0,0.000473127,0,0,0,0,0,0,0,0,0.00583523,0,0,0,0,0,0,0,0.00070969,0,0,7.89E-05,0,0,0,0.00299647,0,0.003154179,0,0,0,0,0.006308357,0,0,0,7.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034538256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088750701,0,7.89E-05,0,0,0,0,0,0,0,0.000473127,0,0.000551981,0,0.004100432,0.001655944,0,0,0,0,0,0,0,0,0.001025108,0,0,0,0,0,7.89E-05,0,0,0,0,0,7.89E-05,0,0,0,0,0,0,0
40,2007,South,Carrington Point,Reference,Reference,0,0,0,0.348023305,0.00019956,0,0,0,0,0,0,0,9.98E-05,0,0.011774062,0,0,0,0,0,0,0,0,0,0,0,0,0.001297142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002793845,0,0,9.98E-05,0,0.005887031,0,0,0,0,0,0,0,0,0.011275161,0,0,0,0,0,0,0,0.000498901,0,0,0,0,0,9.98E-05,0.000598681,0,0.004889229,0,0,0,0,0.003891427,0,0,9.98E-05,0,0,0.002294944,0,0,0,0,0,0,0,0,0,0,0,0,0.02175208,9.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100528536,0,0.000498901,0,0,0,0,0,0,0,0.000299341,0,0.092117066,0.000299341,0.006884833,0.000598681,0,0,0,0,0,0,0,0,0.000798241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2007,South,Carrington Point,SMR,MPA,0,0,0,0.126051258,0.001411641,0,0,0,0,0,0,0,0,0,0.006310867,0,0,0,0,0,0,0,0,0,0,0,0,0.005729603,0,0,0,0,0,0,0.000166075,0,0,0,0,0,0,0,0,0.003736697,0,0,0.001660754,0,0.000581264,0,0,0,0,0,0,0,0,0.012206545,0,0,0,0,0,0,0,0.000581264,0,0,0,0,0,8.30E-05,0.001743792,0,0.006144791,0,0,8.30E-05,0,0.003819735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017022732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073621242,0,0.000913415,0,0,0,0,0,0,0,0,0,0.014448563,0.000166075,0.009964526,0.000332151,0,0,0,0,0,8.30E-05,0,0,0.000332151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2008,South,Carrington Point,Reference,Reference,0,0,0,0.152237964,0.001004004,0,0,0,0,0,0,0,0,0,0.011352973,0,0,0,0,7.72E-05,0,0,0,0,0,0,0,0.001853547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003320938,0,0,0.000617849,0,0.005020022,0,0,0,0,0,0,0,0,0.017145306,0,0,0,0,0,0,0,0.000926773,0,0,0.000308924,0,0,0,0.000540618,0,0.006410182,0.000308924,0,7.72E-05,0,0.005792333,0,0,0,0,0,0.003243707,0,0,0,0,0,0,0,0,0,0,0,0,0.024868417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075848673,0,0.001081236,0,0,0,0,0,0,0,0.000308924,0,0.284758827,0.003707093,7.72E-05,0.000463387,0,0,0,0,0,0,0,0,0.000463387,0,0,0,0,0,0,0,0,0,0,0,0.000154462,0,0,0,0,0,0,0
43,2008,South,Carrington Point,SMR,MPA,0,0,0,0.192159433,0.001848427,0,0,0,0,0,0,0,0,0,0.02672518,7.70E-05,0,0,0,0,0,0,0,0,0,0,0,0.00739371,0,0,0,0,0,7.70E-05,7.70E-05,0,0,0,0,0,0,0,0,0.004775104,0,0,0.00177141,0,0.000154036,0,0,0,0,0,0,0,7.70E-05,0.015711633,0,0,0,0,0,0,0,0.000385089,0,0,0.000539125,0,0.000385089,7.70E-05,0.002002463,0,0.019408488,0,0,0.000462107,0,0.005006158,0,0,0,0,0,0.000231053,7.70E-05,0,0,0,0,0,0,0,0,0,0,0,0.030345017,0,0,0,0,0,0.000154036,0,0,0,0,0,0,0,0,0.111413962,0,0.003003695,0,0,0,0,0,7.70E-05,0,0.00069316,0,0.378850602,0.006700549,0.001463338,0.001078249,0,0,0,0,0,0,0,0,0.000924214,0,7.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385089,0.000231053
44,2009,South,Carrington Point,Reference,Reference,0,0,0,0.244419558,0.001065422,0,0,0,0,0,0,0,0,0,0.017165126,0,0,0,0,0,0,0,0,0,0,0,0,0.001775703,0,0,0,0,0,0,0.00011838,0,0,0,0,0,0,0,0,0.004024926,0,0,0.004024926,0,0.006155769,0,0,0,0,0,0,0,0,0.009352034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002249223,0,0.012193159,0,0,0.00023676,0,0.003433025,0,0,0,0,0,0.000591901,0,0,0,0,0,0,0,0,0,0,0,0,0.022610614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127554644,0,0.000828661,0,0,0,0,0,0,0,0.000828661,0,0.161790192,0.004853587,0.000710281,0.004616827,0,0,0,0,0,0,0,0,0.000473521,0,0,0,0.00011838,0,0.00011838,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2009,South,Carrington Point,SMR,MPA,0,0,0,0.189410864,0.001105511,0,0,0,0,0,0,0,0,0,0.021925966,0,0,0,0,0,0,0,0,0,0,0,0,0.007738576,0,0,9.21E-05,0,0,9.21E-05,0.000184252,0,0,0,0,0,0,0,0,0.004606295,0,0,0.014279516,0,0.000368504,0,0,0,0,0,0,0,0,0.009396842,0,0,0,0,0,0,0,9.21E-05,0,0,0,0,0,0.000368504,0.003408659,0,0.011423612,0,0,0.000368504,0,0.009949598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020820455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345094434,0,0.011976368,0,9.21E-05,0,0,0,0,0,0.000829133,0,0.528600027,0.017596048,0.003869288,0.009949598,0,0,0,0,0,0,0,0,0.001197637,0,0,0,0,0,9.21E-05,0,0,0,0,0,0,0,9.21E-05,0,0,0,0,9.21E-05
46,2014,South,Carrington Point,Reference,Reference,0,0,0,0.482697641,0.000525528,0,0,0,0,0,0,0,0,0,0.03402795,0,0,0,0,0,0,0,0,0,0.000131382,0,0,0.004072843,0,0.000525528,0,0,0,0,0.000131382,0,0,0,0,0,0,0,0,0.00065691,0,0,0.002496259,0,0.014057879,0,0,0,0,0,0,0,0,0.070814923,0,0,0,0,0,0,0,0,0,0,0.001839349,0.000919674,0.00131382,0,0.003678697,0.000131382,0.002102113,0.025356735,0,0,0,0.008802597,0,0,0.002102113,0,0,0,0.000131382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131382,0,0,0,0,0,0,0,0,0.055101631,0,0.000262764,0,0.00065691,0,0,0,0,0,0.001970731,0,0,0,0.000394146,0.003021787,0,0,0,0,0,0,0,0,0.001576585,0,0.001970731,0,0,0,0.000131382,0,0,0,0,0,0.000262764,0,0.000262764,0,0,0,0,0
47,2014,South,Carrington Point,SMR,MPA,0,0,0,0.487027493,0.000113026,0,0,0,0,0,0,0,0,0,0.011754667,0,0,0,0,0,0,0,0,0,0,0,0,0.003955897,0,0,0,0,0,0,0.000339077,0,0,0,0,0,0,0,0,0.000565128,0,0,0.007572718,0,0.000339077,0,0,0,0,0,0,0,0,0.02463959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004973128,0,0.000678154,0.061440739,0,0,0,0.011076513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113026,0,0,0,0,0,0,0,0,0.001356308,0,0,0,0,0,0,0,0,0.117230196,0,0.000226051,0,0.000452103,0,0,0,0.000339077,0,0.001017231,0,0,0,0.000113026,0.008024821,0.000113026,0,0,0,0,0,0,0,0.000226051,0,0.000113026,0,0,0,0.000113026,0,0,0,0,0,0.000226051,0,0,0,0,0,0,0.008024821
48,2015,South,Carrington Point,Reference,Reference,0,0,0,0.355151237,0.00203598,0,0,0,0,0,0,0,0,0,0.03842912,0,0,0,0,0,0,0,0,0,0,0,0,0.002799472,0,0,0,0,0,0,0.002290477,0,0,0,0,0,0.000127249,0,0.000127249,0.000127249,0,0,0.002926721,0,0.015524346,0,0,0,0,0,0,0,0,0.036520389,0,0,0,0,0,0,0,0.000254497,0,0,0.000127249,0.037283881,0,0,0.002544975,0,0.008652914,0.406979649,0,0,0,0.01107064,0,0,0.000254497,0.000127249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000636244,0,0.000127249,0,0,0,0,0,0.001399736,0,0,0,0.000127249,0.001908731,0,0,0,0,0,0.000127249,0,0,0.000890741,0,0.011706884,0,0,0,0.000127249,0,0,0,0,0,0.000127249,0,0.000254497,0,0.004962701,0,0,0.001399736
