,Line_ID,ID,Project,Region,Survey_Year,Survey_Date,Location,MPA_Group,Type,Designation,Site,Dive,Line,distance_m,Invert_Area_m2,Habitat_Type,Avg_Lat,Avg_Lon,Max_Depth (m),Min_Depth (m),Ave_Depth (m),Hab_Transect_ID,Total Count,Club-tipped anemone,Fish-eating anemone,Frilled anemone,Painted anemone,Sand-rose anemone,Spotted swimming anemone,Stubby rose anemone,UI anemone,UI anemone 1,UI anemone 2,UI anemone 3,UI anemone 4,UI anemone 5,UI anemone 6,UI sand dwelling anemone,UI tube dwelling anemone,White-plumed anemone,White-spotted rose anemone,California golden gorgonian,Mushroom soft coral,Orange gorgonian,Purple gorgonian,Red gorgonian,Short red gorgonian,UI gorgonian,UI gray gorgonian,UI red Swiftia gorgonian,UI yellow gorgonian,Bat star,Bat star/red sea star complex,Cookie star,Crested star,Cushion star,Dawson's sun star,Fish eating star,Fish-eating star,Giant spined star,Leather star,Long legged sunflower star,Ochre star,Pisaster complex,Rainbow star,Red sea star,Rose star,Sand star,Sand star/spiny sand star complex,Sea star,Short spined sea star,Solaster sun star complex,Spiny red star,Spiny sand star,Spiny/thorny star complex,Stimpson's sun star,Sunflower star,Sunflower star complex,Thorny sea star,UI Henricia,UI sea star,UI six armed sea star,Wrinkled Sea Star,Crowned sea urchin,Fragile pink urchin,Purple sea urchin,Purple/red urchin complex,Red sea urchin,White sea urchin,California sea cucumber,Deep sea cucumber,Orange sea cucumber,Slipper sea cucumber,UI branched sea cucumber,Warty sea cucumber,White branched sea cucumber,White spine sea cucumber,Brown box crab,California king crab,California spiny lobster,Decorator crab,Dungeness crab,Mantis shrimp,Puget Sound king crab,Red rock crab,Sheep crab,Southern kelp crab,UI Cancer sp_,UI crab,Orange sea pen,Phosphorescent sea pen,Sea whip,White sea pen,Dirty marshmallow sponge,Gray moon sponge,Gray puffball sponge,Orange puffball sponge,Trumpet sponge,UI boot sponge,UI branched sponge,UI large yellow sponge,UI lobed sponge,UI lobed sponge/tunicate,UI nipple sponge,UI trumpet sponge,UI vase sponge,UI yellow boot sponge,Acorn barnacle,Basket star,Benthic siphonophore,Brown gorgonian,California hydrocoral,California market squid,California market squid eggs,California seahare,Clown nudibranch,Diamondback Tritonia,East Pacific red octopus,Elephant ear tunicate,Encrusting hydrocoral,Feather star,Freckled pale sea lemon,Giant keyhole limpet,Giant Pacific octopus,Giant rock-scallop,Glassy tunicate,Gorgonian zoanthid,Light edged ribbon worm,Noble sea lemon,Northern staghorn bryozoan,Orange Cup Coral,Orange-peel nudibranch,Pink Tritonia,Pleurobranchaea californica,Southern staghorn bryozoan,Spanish shawl nudibranch,Spot prawn,Squat lobster,Stalked tunicate,Striped nudibranch,Swimming nudibranch,UI brachiopoda,UI branched bryozoan,UI Brittle Star,UI brittle stars,UI carpet worm,UI dead gorgonian,UI feather star,UI laced/lobed bryozoan,UI nudibranch,UI octopus,UI prawn,UI salp,UI scallop,UI sea jelly,UI tubeworm,UI tunicate,UI whelk,actiniaria,alcyonacea,asteroidea,echinoidea,holothuroidea,malacostraca,pennatulacea,porifera
166,315_920,3265,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,920,106.3844075,206.8482604,Hard,34.02637945,-119.3742117,65.1,56.8,59.56184783,CIMPA 2005_315_920_Hard,160.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,123.1,10,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.1,16,0,0,0,0,5
167,315_920,3266,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,920,213.3344743,440.7265583,Hard_Mixed,34.02651427,-119.3738105,64.5,58,60.58364916,CIMPA 2005_315_920_Hard_Mixed,246.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,149.8,26,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8,29,19.6,1,0,0,6
168,315_920,3267,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,920,233.2396962,392.8225919,Soft,34.02688682,-119.3727928,66.1,58,62.49039651,CIMPA 2005_315_920_Soft,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,520,0,0,3,0
169,315_920,3268,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,920,1.101080148,2.290246707,Soft_Mixed,34.02669632,-119.3733533,61.5,61.3,61.36666667,CIMPA 2005_315_920_Soft_Mixed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,315_940,3269,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,940,106.2886528,210.2300034,Hard,34.02657441,-119.3741517,65.1,57.1,60.17104167,CIMPA 2005_315_940_Hard,173.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,140.2,9,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.2,7,0,0,0,0,6
171,315_940,3270,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,940,127.8242517,241.4082364,Hard_Mixed,34.02675379,-119.3736475,65,58,61.66782288,CIMPA 2005_315_940_Hard_Mixed,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,116.4,15,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.4,32,0,0,1,1,0
172,315_940,3271,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,940,305.069432,522.1070842,Soft,34.02690827,-119.3732643,66.4,58.7,62.72911079,CIMPA 2005_315_940_Soft,110.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41.2,4,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2,53,0,1,0,6,0
173,315_940,3272,CIMPA 2005,Channel Islands,2005,10/7/2005,Anacapa Island,Anacapa Island,SMR,MPA,AI3,315,940,9.77761207,20.02479697,Soft_Mixed,34.02652646,-119.374288,64.7,59,61.28181818,CIMPA 2005_315_940_Soft_Mixed,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0
174,334_340,3606,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,340,148.1709942,254.5395716,Hard,34.01864819,-119.4436522,42.6,33.3,38.235,CIMPA 2006_334_340_Hard,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,1,0,0,0
175,334_340,3607,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,340,92.60028517,156.5405845,Hard_Mixed,34.01879699,-119.4432188,45.8,33.1,38.39180328,CIMPA 2006_334_340_Hard_Mixed,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,1,0,0,1
176,334_340,3608,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,340,256.8903583,465.6084549,Soft,34.01837624,-119.4445837,45.7,31.4,38.93023256,CIMPA 2006_334_340_Soft,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,2,1,0,0
177,334_540,3609,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,540,58.3100952,103.6257511,Hard,34.01991917,-119.4459303,43.1,37,39.59764706,CIMPA 2006_334_540_Hard,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0
178,334_540,3610,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,540,201.7136182,385.901553,Hard_Mixed,34.02009858,-119.4451701,48.3,36.8,41.34887821,CIMPA 2006_334_540_Hard_Mixed,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,165,0,10,0,0,0
179,334_540,3611,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,540,251.9933431,483.2583373,Soft,34.02028222,-119.4445111,48.2,37.6,42.10588235,CIMPA 2006_334_540_Soft,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,335,0,14,0,0,0
180,334_580,3612,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,580,80.4148352,135.2787307,Hard,34.02060356,-119.4449844,48.3,41.6,44.26111111,CIMPA 2006_334_580_Hard,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,3,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,0,2,0,0,3
181,334_580,3613,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,580,72.28139002,137.3911192,Hard_Mixed,34.02071405,-119.4446149,50.2,41.7,44.275,CIMPA 2006_334_580_Hard_Mixed,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,50,0,1,0,0,0
182,334_580,3614,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,580,356.614323,605.5465308,Soft,34.02056432,-119.445105,49.4,42,44.54586777,CIMPA 2006_334_580_Soft,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,23,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,5,18,0,17,0
183,334_650,3615,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,650,87.56627753,168.4442885,Hard,34.02089525,-119.4460158,51.7,35.8,44.39958678,CIMPA 2006_334_650_Hard,158.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,2,0,0,0,0,0
184,334_650,3616,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,650,160.6857104,343.3726011,Hard_Mixed,34.02078523,-119.4463399,49.3,33.2,43.64155844,CIMPA 2006_334_650_Hard_Mixed,250.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,38,0,4,0,0,0
185,334_650,3617,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,650,186.6651724,400.486402,Soft,34.02122597,-119.4449632,53.6,36.4,46.86234568,CIMPA 2006_334_650_Soft,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,104,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,123,0,3,0,33,0
186,334_660,3618,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,660,122.3007864,201.0380639,Hard,34.02101248,-119.44609,50.1,41.3,44.69545455,CIMPA 2006_334_660_Hard,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,0,3,0,0,0
187,334_660,3619,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,660,234.0723843,471.3612333,Hard_Mixed,34.02115761,-119.4456479,51.1,39.1,44.98465909,CIMPA 2006_334_660_Hard_Mixed,378.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,25,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,72,0,6,0,0,1
188,334_660,3620,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,334,660,149.3253065,289.676312,Soft,34.02147824,-119.4446425,52.1,42.9,48.46673554,CIMPA 2006_334_660_Soft,298.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,0,2,0,186.8,0
189,335_210,3621,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,335,210,217.9016936,432.0307902,Hard,34.01859447,-119.4400908,35,21.9,26.3235732,CIMPA 2006_335_210_Hard,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,310,372,0,0,0,0,0,35,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,51,0,32,0,0,0
190,335_210,3622,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,335,210,83.36997186,172.3334462,Hard_Mixed,34.01831604,-119.4409548,35,22.5,27.92649007,CIMPA 2006_335_210_Hard_Mixed,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,50,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,21,0,2,0,0,0
191,335_210,3623,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,335,210,184.3965039,338.7021102,Soft,34.01808352,-119.4416891,35.6,25.2,29.8136646,CIMPA 2006_335_210_Soft,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,97,0,3,0,0,0
192,335_210,3624,CIMPA 2006,Channel Islands,2006,9/3/2006,Anacapa Island,Anacapa Island,SMCA,MPA,AI1,335,210,1.323304276,2.878656789,Soft_Mixed,34.01852122,-119.4402396,27.6,27.3,27.375,CIMPA 2006_335_210_Soft_Mixed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
